ID,Title,Description,Actors,Genre
tt0317248,City of God,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.","['Alexandre Rodrigues', 'Leandro Firmino', 'Matheus Nachtergaele']","['Crime', 'Drama']",
tt31176520,Eddington,"In May of 2020, a standoff between a small-town sheriff and mayor sparks a powder keg as neighbor is pitted against neighbor in Eddington, New Mexico.","['Joaquin Phoenix', ""Deirdre O'Connell"", 'Emma Stone']",['Drama'],
tt31189315,Father Mother Sister Brother,"Estranged siblings reunite after years apart, forced to confront unresolved tensions and reevaluate their strained relationships with their emotionally distant parents","['Tom Waits', 'Adam Driver', 'Mayim Bialik']",['Drama'],
tt0167261,The Lord of the Rings: The Two Towers,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']","['Adventure', 'Drama']",
tt1727824,Bohemian Rhapsody,"With his impeccable vocal abilities, Freddie Mercury and his rock band, Queen, achieve superstardom. However, amidst his skyrocketing success, he grapples with his ego, sexuality and a fatal... Read all","['Rami Malek', 'Lucy Boynton', 'Gwilym Lee']",['Drama'],
tt10655524,It Ends with Us,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended and she realizes she must learn to rely on her own strength to mak... Read all","['Blake Lively', 'Justin Baldoni', 'Jenny Slate']",['Drama'],
tt1570728,"Crazy, Stupid, Love.","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with help from new acquaintance Jacob, who teaches him to pick up w... Read all","['Steve Carell', 'Ryan Gosling', 'Julianne Moore']",['Drama'],
tt3774694,Love,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with Electra. Unaware of the effect it will have on their relationship, they invite th... Read all","['Aomi Muyock', 'Karl Glusman', 'Klara Kristin']",['Drama'],
tt0320661,Kingdom of Heaven,"Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.","['Orlando Bloom', 'Eva Green', 'Liam Neeson']","['Action', 'Adventure', 'Drama']",
tt2674426,Me Before You,A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.,"['Emilia Clarke', 'Sam Claflin', 'Janet McTeer']",['Drama'],
tt36243564,The Stranger,"In 1930s Algeria, the daily life of an indifferent Frenchman is shaken by the death of his mother and a fateful encounter on a beach.","['Benjamin Voisin', 'Rebecca Marder', 'Pierre Lottin']","['Crime', 'Drama']",
tt40336496,A Little Park Music,"When a piano appears in the park gazebo, interfering with important work, city manager Allie joins forces with rookie cop Ryan to remove it, only to find both music and love are hard to resi... Read all","['Laci J Mailey', 'Beau Mirchoff', 'Kendall Cross']",['Drama'],
tt32298285,Sirāt,"A father, accompanied by his son, goes looking for his missing daughter in North Africa.","['Sergi López', 'Bruno Núñez Arjona', 'Stefania Gadda']","['Action', 'Adventure', 'Drama']",
tt0264464,Catch Me If You Can,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.","['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken']","['Crime', 'Drama']",
tt4846340,Hidden Figures,Three female African-American mathematicians play a pivotal role in astronaut John Glenn's launch into orbit while dealing with racial and gender discrimination.,"['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monáe']",['Drama'],
tt1345836,The Dark Knight Rises,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.","['Christian Bale', 'Tom Hardy', 'Anne Hathaway']","['Action', 'Crime', 'Drama']",
tt29549490,California Schemin',"Two Scottish lads from Dundee conned the music industry by pretending to be an established Californian rap duo, bagging a record deal and appearing on MTV until their scam unraveled.","['Lucy Halliday', 'James McAvoy', 'James Corden']",['Drama'],
tt33088452,Regretting You,"A mother and daughter must grapple with what's left after a devastating accident reveals a shocking betrayal and forces them to confront family secrets, redefine love, and rediscover themsel... Read all","['Allison Williams', 'Mckenna Grace', 'Dave Franco']",['Drama'],
tt0110413,Léon: The Professional,"When her family is murdered by a group of corrupt officers led by the tyrannical Norman Stansfield, a young 12-year-old girl enlists the help of an Italian-American hitman to seek revenge.","['Jean Reno', 'Gary Oldman', 'Natalie Portman']","['Action', 'Crime', 'Drama']",
tt6710474,Everything Everywhere All at Once,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,"['Michelle Yeoh', 'Stephanie Hsu', 'Jamie Lee Curtis']","['Action', 'Adventure']",
tt0338013,Eternal Sunshine of the Spotless Mind,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.","['Jim Carrey', 'Kate Winslet', 'Tom Wilkinson']","['Drama', 'Sci-Fi']",
tt26743210,How to Train Your Dragon,"As an ancient threat endangers both Vikings and dragons alike on the isle of Berk, the friendship between Hiccup, an inventive Viking, and Toothless, a Night Fury dragon, becomes the key to ... Read all","['Mason Thames', 'Nico Parker', 'Gerard Butler']","['Action', 'Adventure', 'Drama']",
tt0414387,Pride & Prejudice,"When Elizabeth Bennet meets the handsome Mr. Darcy, she believes he is the last man she could ever marry, but as their lives become intertwined, she finds herself captivated by the man she h... Read all","['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn']",['Drama'],
tt30253473,Materialists,An ambitious young New York City matchmaker finds herself torn between the perfect match and her imperfect ex.,"['Dakota Johnson', 'Chris Evans', 'Pedro Pascal']",['Drama'],
tt4016934,The Handmaiden,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindle... Read all","['Kim Min-hee', 'Ha Jung-woo', 'Cho Jin-woong']",['Drama'],
tt33295741,Redux Redux,"Irene Kelly travels through parallel universes, repeatedly killing her daughter's murderer. As she becomes consumed by vengeance, her humanity hangs in the balance.","['Michaela McManus', 'Stella Marcus', 'Jeremy Holm']","['Action', 'Adventure', 'Crime', 'Drama', 'Horror', 'Sci-Fi']",
tt14230458,Poor Things,"An account of the fantastical evolution of Bella Baxter, a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter.","['Emma Stone', 'Mark Ruffalo', 'Willem Dafoe']","['Drama', 'Sci-Fi']",
tt0097165,Dead Poets Society,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of sel... Read all","['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke']",['Drama'],
tt0120663,Eyes Wide Shut,"A Manhattan doctor embarks on a bizarre, night-long odyssey after his wife's admission of unfulfilled longing.","['Tom Cruise', 'Nicole Kidman', 'Todd Field']",['Drama'],
tt0469494,There Will Be Blood,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.","['Daniel Day-Lewis', 'Paul Dano', 'Ciarán Hinds']",['Drama'],
tt0167404,The Sixth Sense,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.","['Bruce Willis', 'Haley Joel Osment', 'Toni Collette']",['Drama'],
tt10545296,The Hunger Games: The Ballad of Songbirds & Snakes,Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.,"['Rachel Zegler', 'Tom Blyth', 'Viola Davis']","['Action', 'Adventure', 'Drama', 'Sci-Fi']",
tt5027774,"Three Billboards Outside Ebbing, Missouri",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,"['Frances McDormand', 'Woody Harrelson', 'Sam Rockwell']","['Crime', 'Drama']",
tt2106476,The Hunt,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to... Read all","['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp']",['Drama'],
tt33100314,Remarkably Bright Creatures,"Through unlikely bonds formed during night shifts at a local aquarium, Tova, an elderly widow, learns of a life-changing discovery that may bring her joy and wonder once again.","['Dan Payne', 'Lewis Pullman', 'Sally Field']",['Drama'],
tt1099212,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.","['Kristen Stewart', 'Robert Pattinson', 'Billy Burke']",['Drama'],
tt0118799,Life Is Beautiful,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.","['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini']",['Drama'],
tt0120382,The Truman Show,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,"['Jim Carrey', 'Ed Harris', 'Laura Linney']",['Drama'],
tt23149780,Eden,"Based on a factual account of a group of outsiders who settle on a remote island only to discover their greatest threat isn't the brutal climate or deadly wildlife, but each other.","['Jude Law', 'Ana de Armas', 'Vanessa Kirby']","['Adventure', 'Drama']",
tt1213641,First Man,"A look back at the life of astronaut Neil Armstrong and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.","['Ryan Gosling', 'Claire Foy', 'Jason Clarke']",['Drama'],
tt30413898,Dacoit: A Love Story,Follows an angry convict seeking vengeance against his former girlfriend who betrayed him.,"['Adivi Sesh', 'Mrunal Thakur', 'Anurag Kashyap']","['Action', 'Drama']",
tt1255953,Incendies,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette']",['Drama'],
tt0180093,Requiem for a Dream,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly']",['Drama'],
tt3569230,Legend,Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,"['Tom Hardy', 'Emily Browning', 'Taron Egerton']","['Crime', 'Drama']",
tt2467700,Animal Farm,A satirical fable following an animal revolution as pigs seize power and the farm descends into a ruthless dictatorship--fulfilling Orwell's warning about the dangers of communism.,"['Seth Rogen', 'Gaten Matarazzo', 'Woody Harrelson']","['Adventure', 'Drama']",
tt2322441,Fifty Shades of Grey,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.","['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle']",['Drama'],
tt7888964,Nobody,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.","['Bob Odenkirk', 'Aleksey Serebryakov', 'Connie Nielsen']","['Action', 'Crime', 'Drama']",
tt19847976,Wicked: For Good,"Elphaba, the future Wicked Witch of the West and her relationship with Glinda, the Good Witch of the North. The second of a two-part feature film adaptation of the Broadway musical.","['Cynthia Erivo', 'Ariana Grande', 'Jeff Goldblum']",['Drama'],
tt0117381,Primal Fear,A high-profile murder intrigues a publicity hungry lawyer.,"['Richard Gere', 'Laura Linney', 'Edward Norton']","['Crime', 'Drama']",
tt0783233,Atonement,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,"['Keira Knightley', 'James McAvoy', 'Brenda Blethyn']",['Drama'],
