Title,Description,Actors,Genre,poster_url
John Wick,"John Wick is a former hitman grieving the loss of his true love. When his home is broken into, robbed, and his dog killed, he is forced to return to action to exact revenge.","['Keanu Reeves', 'Michael Nyqvist', 'Alfie Allen']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMTU2NjA1ODgzMF5BMl5BanBnXkFtZTgwMTM2MTI4MjE@._V1_FMjpg_UY2048_.jpg
Nobody,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.","['Bob Odenkirk', 'Aleksey Serebryakov', 'Connie Nielsen']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNjE1NjRhZWQtYTYzNy00NTUxLTk4MWMtZjRjNGIyY2E1OWFmXkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
The Furious,A father fights fiercely against ruthless kidnappers to save his abducted daughter.,"['Miao Xie', 'Joe Taslim', 'Sahajak Boonthanakit']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BNGQ3MzIzMTktY2M2Yi00MzI2LTg3MTUtMzU2MjI3Yjk3ODZjXkEyXkFqcGc@._V1_FMjpg_UX2160_.jpg
Primal Fear,A high-profile murder intrigues a publicity hungry lawyer.,"['Richard Gere', 'Laura Linney', 'Edward Norton']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTMyNTg0Nzc1NV5BMl5BanBnXkFtZTYwMDY3Mjc0._V1_FMjpg_UY635_.jpg
Hunting Matthew Nichols,"Two decades after her brother mysteriously disappeared on Vancouver Island, a documentary filmmaker sets out to solve his missing person's case. When a disturbing piece of evidence is reveal... Read all","['Miranda MacDougall', 'Markian Tarasiuk', 'Ryan Alexander McDonald']","['Crime', 'Horror']",https://m.media-amazon.com/images/M/MV5BYzEzNDM4MTYtMDFkNy00YTNlLTkxYjEtNzJlYmMwYTk5OGJmXkEyXkFqcGc@._V1_FMjpg_UY3564_.jpg
Anatomy of a Fall,A woman is suspected of murder after her husband's death; their half-blind son faces a moral dilemma as the main witness.,"['Sandra Hüller', 'Swann Arlaud', 'Milo Machado-Graner']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNjg2MjcyMTItYTZmMC00ZmUzLWI1ODctOTRlNWMxYzY5MGI0XkEyXkFqcGc@._V1_FMjpg_UY420_.jpg
It Was Just an Accident,"An unassuming mechanic is reminded of his time in an Iranian prison when he encounters a man he suspects to be his sadistic jailhouse captor. Panicked, he rounds up a few of his fellow ex-pr... Read all","['Vahid Mobasseri', 'Mariam Afshari', 'Ebrahim Azizi']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMzY4NjdhOTUtMDQwOS00YzU2LTlmNjYtNmU1Y2FjZDMwYmE2XkEyXkFqcGc@._V1_FMjpg_UY2048_.jpg
Get Carter,"When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate.","['Michael Caine', 'Ian Hendry', 'Britt Ekland']",['Crime'],https://m.media-amazon.com/images/M/MV5BM2FlYTQwMGItOWViOC00NTQyLWIzMDktZTI0MGFhNTY0Y2VmXkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
Game Night,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,"['Jason Bateman', 'Rachel McAdams', 'Kyle Chandler']","['Action', 'Adventure', 'Crime']",https://m.media-amazon.com/images/M/MV5BMjI3ODkzNDk5MF5BMl5BanBnXkFtZTgwNTEyNjY2NDM@._V1_FMjpg_UY2048_.jpg
Killers of the Flower Moon,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.","['Leonardo DiCaprio', 'Robert De Niro', 'Lily Gladstone']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZWY5ZDVjNTUtODI5Yy00MjFhLWEyM2EtYzZjM2VjZTI0MTBjXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Hell or High Water,"Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank... Read all","['Chris Pine', 'Ben Foster', 'Jeff Bridges']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTg4NDA1OTA5NF5BMl5BanBnXkFtZTgwMDQ2MDM5ODE@._V1_FMjpg_UY4096_.jpg
Zodiac,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California wi... Read all","['Jake Gyllenhaal', 'Robert Downey Jr.', 'Mark Ruffalo']",['Crime'],https://m.media-amazon.com/images/M/MV5BZTE1ZDg2YjEtODQ2MS00ZjAzLTgwMjYtZjk5NDcwZGI1ZGUxXkEyXkFqcGc@._V1_FMjpg_UX900_.jpg
Irreversible,Events over the course of one traumatic night in Paris unfold in reverse-chronological order.,"['Monica Bellucci', 'Vincent Cassel', 'Albert Dupontel']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZTE2MWM1NTgtMGVjMy00ZGU2LWE4YTUtNTRlNWRhZWE2NmM0XkEyXkFqcGc@._V1_FMjpg_UY2160_.jpg
The Gentlemen,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.","['Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMjE2ZjQ4ZGMtZjFhMi00NmI5LTliNjEtODczMWMxNjliZjgxXkEyXkFqcGc@._V1_FMjpg_UY12000_.jpg
American Psycho,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic f... Read all","['Christian Bale', 'Justin Theroux', 'Josh Lucas']","['Crime', 'Drama', 'Horror']",https://m.media-amazon.com/images/M/MV5BNzg0ZDBmZDAtZjIyNC00MDE2LWIzY2YtNTkxMjIzNGZmNjIyXkEyXkFqcGc@._V1_FMjpg_UX1200_.jpg
Honey Don't!,A small-town private investigator delves into a series of strange deaths tied to a mysterious church.,"['Margaret Qualley', 'Aubrey Plaza', 'Chris Evans']",['Crime'],https://m.media-amazon.com/images/M/MV5BNGI3ZmY1ZjEtYWRhNS00MzMwLWEwNGEtNTA2NWJlNjQyNGI0XkEyXkFqcGc@._V1_FMjpg_UY525_.jpg
Fargo,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"['William H. Macy', 'Frances McDormand', 'Steve Buscemi']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYjkwMGMyNjUtNzBhMS00ZDU0LTkxYmEtMWI1Y2QwMGUzZGIxXkEyXkFqcGc@._V1_FMjpg_UY1433_.jpg
Casino,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.","['Robert De Niro', 'Sharon Stone', 'Joe Pesci']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMDRlZWZjZjYtYzY2NS00ZWVjLTkwYzAtZTA2ZDAzMGRiYmYwXkEyXkFqcGc@._V1_FMjpg_UY1200_.jpg
Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","['Jason Statham', 'Brad Pitt', 'Stephen Graham']",['Crime'],https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
The Phoenician Scheme,"Wealthy businessman Zsa-zsa Korda appoints his only daughter, a nun, as sole heir to his estate. As Korda embarks on a new enterprise, they soon become the target of scheming tycoons, foreig... Read all","['Benicio Del Toro', 'Mia Threapleton', 'Michael Cera']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNTJmODQzYmItNTZlMy00Mjg0LTk1NjctYjM4ZGI0NTM3ZTVjXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Taxi Driver,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_FMjpg_UY2871_.jpg
Scarface,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.","['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNDUzYjY0NmUtMDM4OS00Y2Q5LWJiODYtNTk0ZTk0YjZhMTg1XkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
The Godfather Part II,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.","['Al Pacino', 'Robert De Niro', 'Robert Duvall']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMDIxMzBlZDktZjMxNy00ZGI4LTgxNDEtYWRlNzRjMjJmOGQ1XkEyXkFqcGc@._V1_FMjpg_UY1282_.jpg
The Big Lebowski,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","['Jeff Bridges', 'John Goodman', 'Julianne Moore']",['Crime'],https://m.media-amazon.com/images/M/MV5BMGY2MDYxNDUtYTY4ZS00NTI4LTk4ZGItYTc0NzhjOWQ5OWE0XkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
Glass Onion,"Tech billionaire Miles Bron invites his friends for a getaway on his private Greek island. When someone turns up dead, Detective Benoit Blanc is put on the case.","['Daniel Craig', 'Edward Norton', 'Kate Hudson']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMzI2ZDYxZTEtMzVlOC00OTUyLTgyNTAtYWFhNmRhZjAzZWE1XkEyXkFqcGc@._V1_FMjpg_UY2222_.jpg
American History X,A European-American man is released from prison and now a changed man and hopes to prevent his younger brother from following in his footsteps.,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo""]","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMzhiOTQ0NDItOTg0Zi00OGVmLWE0OGEtMTI4NDM0NWMxZWU4XkEyXkFqcGc@._V1_FMjpg_UY1425_.jpg
Longlegs,"In pursuit of a serial killer, an FBI agent uncovers a series of occult clues that she must solve to end his terrifying killing spree.","['Maika Monroe', 'Nicolas Cage', 'Blair Underwood']","['Crime', 'Horror']",https://m.media-amazon.com/images/M/MV5BNGE1OWZkYWMtYzg3NC00ZjlkLTlkMTgtZjAwMGQ4ZjU1NzAxXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Memories of Murder,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.","['Song Kang-ho', 'Kim Sang-kyung', 'Kim Roe-ha']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYmRjOWE5NmMtYTdkYS00ODFlLWJiMTMtYzE2NDZlZjlkZDQ0XkEyXkFqcGc@._V1_FMjpg_UY2048_.jpg
Wind River,A wildlife officer helps a rookie FBI agent investigate the murder of a young woman on an American Indian reservation in Wyoming.,"['Elizabeth Olsen', 'Jeremy Renner', 'Graham Greene']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTUyMjU1OTUwM15BMl5BanBnXkFtZTgwMDg1NDQ2MjI@._V1_FMjpg_UY2048_.jpg
The Batman: Part II,Plot under wraps,"['Barry Keoghan', 'Robert Pattinson', 'Scarlett Johansson']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZGE5NTk3ZmUtOTc4ZS00MTg2LWExMzEtM2U3M2M3YjFlOTVjXkEyXkFqcGc@._V1_FMjpg_UY2048_.jpg
The Bad Guys 2,"The Bad Guys are struggling to find trust and acceptance in their newly minted lives as Good Guys, when they are pulled out of retirement and forced to do ""one last job"" by an all-female squ... Read all","['Sam Rockwell', 'Marc Maron', 'Awkwafina']","['Action', 'Adventure', 'Crime']",https://m.media-amazon.com/images/M/MV5BNGEzMzk1ZGItZGUzZC00Njg0LTgzMmUtMTQzNjI4OTU0YzRhXkEyXkFqcGc@._V1_FMjpg_UY1350_.jpg
American Gangster,An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas.,"['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOGFjZTk5ZDktYjQ4ZC00MzZjLWJhZmItMjk1MGNhMDBlMTU1XkEyXkFqcGc@._V1_FMjpg_UY3564_.jpg
Joker,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrac... Read all","['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNzY3OWQ5NDktNWQ2OC00ZjdlLThkMmItMDhhNDk3NTFiZGU4XkEyXkFqcGc@._V1_FMjpg_UY4096_.jpg
Nightcrawler,A petty thief desperate for work muscles into the world of crime journalism and becomes the star of his own story as he blurs the line between observer and participant.,"['Jake Gyllenhaal', 'Rene Russo', 'Bill Paxton']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BN2EzMWM3Y2EtN2I2Ny00ZmY1LWJiMjEtMDdhMzUxOWMwMjFmXkEyXkFqcGc@._V1_FMjpg_UY1000_.jpg
Four Brothers,"When their adoptive mother is gunned down in a store robbery, four brothers decide to investigate the murder and find the killers themselves, but not all is what it seems.","['Mark Wahlberg', 'Tyrese Gibson', 'André 3000']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTU4NzM3Njg2NV5BMl5BanBnXkFtZTcwNjU4NDczMw@@._V1_FMjpg_UY2048_.jpg
Point Break,An F.B.I. Agent goes undercover to catch a gang of surfers who may be bank robbers.,"['Patrick Swayze', 'Keanu Reeves', 'Gary Busey']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BZGZmNDNmMTItMjg0MC00ZjFjLTliODgtMzg3N2M0ZDIxNzQwXkEyXkFqcGc@._V1_FMjpg_UY964_.jpg
Reservoir Dogs,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.","['Harvey Keitel', 'Tim Roth', 'Michael Madsen']",['Crime'],https://m.media-amazon.com/images/M/MV5BMmMzYjg4NDctYWY0Mi00OGViLWIzMTMtYWNlZGY5ZDJmYjk3XkEyXkFqcGc@._V1_FMjpg_UY994_.jpg
L.A. Confidential,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.","['Kevin Spacey', 'Russell Crowe', 'Guy Pearce']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjY2NjQxYjktYzc0MC00MmIxLTg2ZTctZmU1MjhiZDk2MTg5XkEyXkFqcGc@._V1_FMjpg_UY2938_.jpg
Kindergarten Cop,"A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.","['Arnold Schwarzenegger', 'Penelope Ann Miller', 'Pamela Reed']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMjMyMTIyOTc0N15BMl5BanBnXkFtZTgwODY1NTk4NjE@._V1_FMjpg_UY1500_.jpg
Mystic River,"The tragic murder of a 19-year-old girl reunites three childhood friends still living in Boston--the victim's gangster father, a detective, and the disturbed man they both suspect of killing... Read all","['Sean Penn', 'Tim Robbins', 'Kevin Bacon']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_FMjpg_UY719_.jpg
Dead Man's Wire,"On February 8, 1977, Tony Kiritsis entered the office of Richard Hall, president of the Meridian Mortgage Company, and took him hostage with a sawed-off shotgun wired with a ""dead man's wire... Read all","['Bill Skarsgård', 'Dacre Montgomery', 'Al Pacino']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTI1MWViYmItNGMxNi00ODdmLTg4OTEtODA0ZjUyZWJhOWUzXkEyXkFqcGc@._V1_FMjpg_UY1600_.jpg
The Place Beyond the Pines,A stunt rider turns into a robber in order to lead a happy life with his child and lover and grabs the attention of a police officer. They both get on a collision course that affects their f... Read all,"['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjc1OTEwNjU4N15BMl5BanBnXkFtZTcwNzUzNDIwOQ@@._V1_FMjpg_UY2048_.jpg
Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.","['Robert De Niro', 'James Woods', 'Elizabeth McGovern']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMDQ0ZTg2OGUtZjMyOC00M2M5LThkMmItZmM2MmUzMmIxMWJhXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Ocean's Eleven,"Danny Ocean, a gangster, rounds up a gang of associates to stage a sophisticated and elaborate casino heist which involves robbing three Las Vegas casinos simultaneously during a popular box... Read all","['George Clooney', 'Brad Pitt', 'Julia Roberts']",['Crime'],https://m.media-amazon.com/images/M/MV5BZTVlMTMxOTEtNGM2My00MjZmLWIyMDctNjBjYzM1OTljMmIzXkEyXkFqcGc@._V1_FMjpg_UY961_.jpg
The Beekeeper,A former operative of a powerful organization embarks on a brutal campaign for vengeance.,"['Jason Statham', 'Emmy Raver-Lampman', 'Bobby Naderi']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BNGEwYWU2NmQtNjU5NS00ZjkzLWE2ZTYtYzgzMjEzOGJhYWQwXkEyXkFqcGc@._V1_FMjpg_UY4096_.jpg
The Red Line,"Three women fall prey to a ruthless phone scam. To settle the score, they'll take on the criminal network that stole their money and their dignity.","['Nittha Jirayungyurn', 'Esther Supreeleela', 'Ning Chutima Maholakul']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMWY5ZTIzNDktMjEyNS00MTg0LTljYWItOTU4NDU5OTU4ZGM0XkEyXkFqcGc@._V1_FMjpg_UY1200_.jpg
Abigail,"After a group of criminals kidnap the ballerina daughter of a powerful underworld figure, they retreat to an isolated mansion, unaware that they're locked inside with no normal little girl.","['Melissa Barrera', 'Dan Stevens', 'Alisha Weir']","['Action', 'Crime', 'Drama', 'Horror']",https://m.media-amazon.com/images/M/MV5BYjk5YWUzZWItMmY4YS00ZWMwLTk1YzYtMGQwZWNkNGMzYzM2XkEyXkFqcGc@._V1_FMjpg_UY800_.jpg
Havoc,"After a drug deal gone wrong, a bruised detective must fight his way through the criminal underworld to rescue a politician's estranged son, unraveling a deep web of corruption and conspirac... Read all","['Tom Hardy', 'Jessie Mei Li', 'Justin Cornwell']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOWIzN2NmODAtNjdmYy00ZjQ4LWFmY2QtMzA3MjZmMGJlMzkyXkEyXkFqcGc@._V1_FMjpg_UY1350_.jpg
John Wick: Chapter 4,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that tur... Read all","['Keanu Reeves', 'Laurence Fishburne', 'George Georgiou']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BY2Q2ZmI5ZjUtNWVhMC00YzJkLTlmYjMtY2RmZDhkNzEzYjZhXkEyXkFqcGc@._V1_FMjpg_UY6001_.jpg
Baby Driver,"Coerced into working for a crime boss, a young getaway driver must face the music when a doomed heist threatens his life, love, and freedom.","['Ansel Elgort', 'Jon Bernthal', 'Jon Hamm']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_FMjpg_UY2048_.jpg
The Order,A series of bank robberies and car heists frightens communities in the Pacific Northwest. A lone FBI agent believes that the crimes were not the work of financially motivated criminals but r... Read all,"['Jude Law', 'Nicholas Hoult', 'Tye Sheridan']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZWIxOGQyYjYtOGEwOC00YWNjLWJmNTktZjJlM2RmNTdjMmVlXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Now You See Me,"An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.","['Jesse Eisenberg', 'Common', 'Mark Ruffalo']",['Crime'],https://m.media-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_FMjpg_UY2048_.jpg
A Clockwork Orange,Alex DeLarge and his droogs barbarize a decaying near-future.,"['Malcolm McDowell', 'Patrick Magee', 'Michael Bates']","['Crime', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_FMjpg_UY1300_.jpg
To Die For,A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,"['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZWJlODViYTUtMzY3MS00ZDRlLTkzODQtMDdiOTBiN2E0MDA5XkEyXkFqcGc@._V1_FMjpg_UY2265_.jpg
